Title,Year,Rating,Votes:,Time,Genre,Stars,Short Story
Taeng9cam,(2015– ),7.2,10,-,Reality-TV,"Taeyeon, Tiffany Hwang, Verbal Jint, Sunny","
A look into the life of SNSD member Taeyeon, during promotions for her first solo album."
Overgrown Bromance,(2017– ),7.8,8,-,Reality-TV,"Tae-Hyun Cha, Kyeong-min Hong, Kyoung-In Hong, Jang Hyuk","
This is a reality show where five celebrities with 20-year-long friendship leave on a trip for a week to share their old memories and open a street vendor at Gangwon Province. As each of ...                See full summary »
"
On the Spot: Children of the Enemy,(2017),-,-,52 min,Documentary,-,"
People who were born in the wrong place at the wrong time. As an infant or as a child they had to survive the darkest moments of the history of the 20th century: in the Second World War, in...                See full summary »
"
Sea of the Woman: Geu yeojaui bada,(2017– ),-,-,-,Drama,-,"
Add a Plot
"
Hold My Hand,(2013– ),-,-,40 min,Drama,-,"
After being framed for her mother's murder, a woman attempts to carry on with her life without seeking revenge against the true killer."
heyitsfeiii,(2014),-,-,5 min,-,-,"
Fei is a vlogger based in the United States who produces the vlog titled heyitsfeiii, the self-proclaimed official K-pop fan girl feels fambam."
Apink News,(2011– ),8.1,20,-,Reality-TV,"Eun-ji Jung, Na-Eun Son, Bo-mi Yoon","
A South Korean variety-documentary-reality type show focusing on the impending debut of a new K-Pop girl group known as Apink."
When Women Powder Twice,(2011– ),-,-,35 min,"Drama, Romance",-,"
Suzie ,an adoptee raised in America, becomes enamored with a Korean conman named Joon-soo. After becoming pregnant, Suzie follows Joon-soo to South Korea but nothing goes according to plan."
Cho's Daily Cook,(2013),-,-,-,-,-,"
Add a Plot
"
City of Glass,(2008–2009),-,-,-,Drama,-,"
Add a Plot
"
My Dear Daigoro,(2003– ),-,-,-,Animation,-,"
Add a Plot
"
The Outstanding Woman,(2014– ),5.7,27,12 min,Drama,-,"
A young fashion magazine editor balances work, friends and romance."
Here We Go World Challenge,(2013–2014),-,-,55 min,-,-,"
Here We Go World Challenge also known as ""WorldChallenge, We Are Coming,"" is a new South Korean variety entertainment show that puts participants through grueling physical and athletic challenges."
Join Us Korea,(2015),-,-,50 min,-,-,"
How well do you know your Korean culture, history and pop culture trivia? ""Join Us Korea"" is a highly entertaining interactive quiz show that allows fans from all over the world to participate in the show through their smartphones."
I Love You,(2008),-,-,65 min,Romance,-,"
Suk Chul Soo and Na Young Hee are a newly wedded couple with an age gap of 14 years. This is a drama that tells the story of a couple who just had a baby because of a one night stand."
Liah Yoo,(2017),-,-,13 min,-,-,"
Liah Yoo has quickly become one of the top international beauty vloggers. Based in Seoul, South Korea, Liah's holistic approach to skincare and beauty has earned her much praise and ...                See full summary »
"
Insolent Housemates,(2017– ),-,-,-,Reality-TV,-,"
Add a Plot
"
2NE1,(2010– ),-,-,-,Music,-,"
Add a Plot
"
Love in Memory,(2013–2014),-,-,15 min,Romance,-,"
History tells of memories, the longings for love and healing."
Xoxo exo,(2014),-,-,47 min,Reality-TV,-,"
Is this dreamy 12-member boy band your favorite group? Want to see more of them? This is your chance to get exclusive behind-the-scenes access to this Korean-Chinese group. Formed in 2011, ...                See full summary »
"
Spin Doctors,(2013– ),-,-,-,-,-,"
The unlikely story of three American political advisers - George Gorton (Donovan Darkone), Joseph Shumate (Dean Dawson), and Richard Dresner (Jeffery Mellman), who are hired to create a ...                See full summary »
"
Opera Star,(2011– ),-,-,-,Reality-TV,-,"
Add a Plot
"
Ice Girl,(2005– ),7.7,7,60 min,"Comedy, Drama, Romance","Seo Ji-hye, Hyo-jin Kim, Park Soon Chun, Hyuk-ho Kwon","
Just before a young couple gets married, the girl has a heart attack. Her father, who is a scientist, refuses to let her die and freezes her in. She is awakened again in 25 years with no ...                See full summary »
"
Heaven's Fate,(2004–2005),-,-,-,"Drama, Romance",-,"
Add a Plot
"
Hwan-sang-gi-dam,(2008– ),-,-,-,"Fantasy, Mystery",-,"
Add a Plot
"
Paboo & Mojies,(I) (2012–2013),-,-,-,"Animation, Adventure, Comedy",-,"
Paboo is a young yet curious panda boy who lives in a magical land called Mojies Town. One day, he found a magical book up the Moji Tree and decides to get it. After he got the book, a ...                See full summary »
"
Live in Style,(2011–2012),-,-,70 min,Romance,-,"
A follow up of the drama ""Scent of a Woman"". ""Live in Style"" tells the story of the love and conflicts of each member of a large family, all of whom have unusual experiences."
Working Mom Parenting Daddy,(2016),-,-,-,Drama,-,"
Add a Plot
"
Salang-e Daehayeo,(2015),-,-,-,Drama,-,"
Add a Plot
"
Urideul cheonguk,(1993– ),7.3,8,-,Drama,"Jang Dong-Gun, Chan-woo Kim, Seung-Yun Lee","
Add a Plot
"
When Spring Comes,(2007– ),-,-,-,Romance,-,"
Lee Jung Do's father is a swindler and intends to resume his old habits as soon as he got out of prison even though he has promised his son to go straight. Because of his father's record, ...                See full summary »
"
Always Spring,(2016–2017),-,-,-,"Drama, Romance",-,"
Add a Plot
"
Mr. Glamour,(2015),-,-,3 min,Comedy,-,"
The Holy Ghost is a stranger to women's welfare?."
Right Now It's Girls' Generation,(2010– ),6.9,9,-,Reality-TV,"Sooyoung Choi, Tiffany Hwang, Hyoyeon, Jessica Jung","
Add a Plot
"
Crazy Recipe Adventure,(2020– ),-,-,-,"Comedy, Game-Show, Reality-TV",-,"
Four of Korea's top MCs are charged with finding the best recipes for staple Korean dishes. Will the cooks be able to unanimously satisfy the cast or will they fall victim to each hosts' picky standards?"
The Legend of Blue,(2002– ),-,-,-,"Animation, Action",-,"
Add a Plot
"
Fantastic Duo,(II) (2017– ),-,-,-,Musical,-,"
Add a Plot
"
ATtheCOUNTER,(2012– ),-,-,-,Comedy,-,"
The hilarious discussions that clients have while at the counter of a local bar."
The Lawyers of the Great Republic of Korea,(2008),-,-,75 min,Drama,-,"
Off all the law offices in Korea, why did he walk into hers? Han Min Gook (Lee Sung Jae) is the CEO of Independent Financial Group and is considered a genius fund manager. He was married ...                See full summary »
"
MTV Wonder Girls,(2006–2008),-,-,-,Reality-TV,-,"
Add a Plot
"
Chiro and Friends,(2010),7.6,5,8 min,Family,-,"
Chiro, Chico and Chess are three adorable chicks who go on enchanting adventures throughout a picturesque world where everything is square-shaped, including their friends Charlie, Ullala and Kuri."
Soul Frame Lazenca: Revival of a Myth,(1997–1998),-,-,-,Animation,-,"
Add a Plot
"
Viki ID,(2017),-,-,5 min,-,-,"
To celebrate Asian American Heritage Month, Viki has launched CREATED, a new destination at Viki that celebrates the rich diversity of the Viki community. We know that your identity isn't ...                See full summary »
"
Monster House,(2010– ),-,-,20 min,Family,-,"
Add a Plot
"
Family Outing,(2010– ),-,-,70 min,"Comedy, Game-Show, Reality-TV",-,"
Add a Plot
"
Korea Today,(2012– ),-,-,-,News,-,"
Add a Plot
"
That Summer Typhoon,(2005– ),-,-,60 min,Drama,-,"
Add a Plot
"
Simply K-pop,(2012– ),-,-,53 min,-,-,"
Watch K-Pop stars as they perform on-stage and interact with the audience throughout the show. No more, no less - Only the essentials on Simply K-Pop!"
NCT Life: Hot & Young Seoul Trip,(2018),-,-,-,Reality-TV,-,"
In the eighth season of NCT Life, Johnny decides to guide his fellow foreign members on a Seoul tour, where they'll see various sides of Seoul they still haven't had the chance to experience."
Cheers to Me,(2015–2016),6.3,8,25 min,-,"Jiyeon Shin, Bae Noo Ri, Yoon Jin Seo, Lee Jae Yoon","
There's nothing wrong with drinking away your troubles alone after a stressful day. Ra Yeo Joo (Yoon Jin Seo) is in a high-stress job as an editor at a busy publishing company."
Believe in love (Sarangeul Mideoyo),(2011),-,-,-,Family,-,"
Add a Plot
"
My First Dictionary,(2013–2014),-,-,-,Family,-,"
Eric Sebastian Taylor shows kids around the world of fun and easy to learn English."
Snow in August,(2007),-,-,-,"Drama, Romance",-,"
Han Dong Woo is a 27 year old single with a six year old son who falls for Oh Ban Suk, a thirty-three year old divorcee. Her husband cheated on her and she suffers from the pain of losing ...                See full summary »
"
Music Bank K-Chart,(2015),-,-,-,Music,-,"
Music Bank K-Chart is KBS's long-run music chart show that airs live every Friday. The Top 50 songs of the week are featured on K-Chart. Every week, various K-pop artists come on the show ...                See full summary »
"
Get It Beauty 2019,(2019– ),-,-,-,Talk-Show,-,"
Add a Plot
"
Clocking Out,(2016),-,-,11 min,Sci-Fi,-,"
Add a Plot
"
NCT Life: Entertainment Retreat,(2017),-,-,-,Reality-TV,-,"
Super Junior's Leeteuk and Shindong follow the members of NCT Dream on their getaway, teaching them the key to success in leading an idol life along the way."
Lotte Haus,(2019– ),-,-,55 min,Drama,-,"
""Lotte Haus"" is the first international web series co-production between South Korea and Germany, especially with Hessian producers. Secret roles play the Lotte World Tower in Seoul and the Lottehaus in Wetzlar."
Blackswan Official,(2020– ),-,-,-,-,-,"
This channel is an official channel of DR Music Entertainment."
Dancing High,(2018– ),-,-,-,"Game-Show, Music",-,"
Add a Plot
"
Robocar POLI SongSong Museum,(2020),-,-,-,Animation,-,"
Add a Plot
"
Big Heat,(2011),-,-,50 min,Music,-,"
What does it take to make it big in music? The four members of the rookie idol group Big Heat - Kim San (Kim Joo Young), Dok Go (Jo Sung Wook), Tae Ha (Jo Sung Woo) and Joo Pil (Oh Song) - ...                See full summary »
"
The Haunted School 4,(2001– ),7.2,18,-,-,"Bong-gi Baek, Yu-ri Lee, Lim Soo-jung, So-yi Yoon","
Add a Plot
"
One Fine Day,(2013– ),7.3,6,-,Reality-TV,"AOA, Ailee, Amber Liu, Girl's Day","
Add a Plot
"
Tears of Diamonds,(2005– ),-,-,22 min,"Drama, Romance",-,"
Add a Plot
"
Pororo the Little Penguin,(2014),-,-,-,Family,-,"
Add a Plot
"
Green Saver,(2009– ),-,-,-,Animation,-,"
Add a Plot
"
2015 SBS Drama Awards,(2015),-,-,105 min,-,-,"
If you're a fan of Korean drama, do not miss this year-end show. The ""SBS Drama Awards"" which celebrates the best dramas and comedians of the year, according to the large Korean network. ...                See full summary »
"
Le cache-cache avec la Famille Requin,(2021– ),-,-,-,Animation,-,"
Add a Plot
"
My Sister-In-Law Is Nineteen,(2004),-,-,-,Romance,-,"
Add a Plot
"
Uniminipet,(2001– ),6.2,6,-,Animation,-,"
Add a Plot
"
Cheer Up!,(2009– ),-,-,-,Reality-TV,-,"
Due to the bad economy, the girls of Girls' Generation decide to go around and cheer people up."
Pom Pom and Friends,(2011– ),6.0,6,-,"Animation, Family","Dorothy Elias-Fahn, Mona Marshall, Michelle Ruff, Christopher Corey Smith","
Add a Plot
"
M Countdown,(2004– ),-,-,-,Music,-,"
Add a Plot
"
Kara Project,(2014– ),6.7,13,-,Reality-TV,"So-Min Jun, Chae-won Kim, Young-ji Heo, Cho Shiyoon","
Seven aspiring music industry trainees compete in a reality audition program to determine who will become the newest member of a well-known South Korean K-pop idol group."
Lena's Pocket Beauty,(2016– ),-,-,7 min,-,-,"
This is Lena's Pocket Beauty. Take out your phone from your pocket and search Lena's Pocket Beauty for great beauty tips and tricks. Let's look beautiful together."
Come to Play,(2004–2012),-,-,-,Talk-Show,-,"
Add a Plot
"
Unexpected-life Drama Specials,(2013– ),-,-,70 min,Drama,-,"
When life gives you lemons, how do you make lemonade? In this this great collection of single-episode drama specials, life shows its ironic side by throwing curveballs at people's lives."
The TaeTiSeo,(2014),8.4,28,-,Reality-TV,"Taeyeon, Tiffany Hwang, Seohyun, Bo-ra Yoon","
A look into the lives of the Girls' Generation sub group, TaeTiSeo."
Whitneybae,(2016– ),-,-,7 min,-,-,"
I'm an American girl living in South Korea, and I make goofy videos. That's it. I hope you all enjoy my videos. ""A day without laughter is a day wasted!"" - Charlie Chaplin."
Goseuteu,(1999– ),5.2,14,50 min,"Crime, Drama, Horror","Jang Dong-Gun, Min-jong Kim, Se-bin Myeong, Sang-Jung Kim","
Add a Plot
"
Her Style,(2009– ),-,-,-,Drama,-,"
Suffering breakup after breakup, makeup artist Mijoo goes on a multitude of dates to find her soulmate and success in the glamour world of cosmetics."
Pretty 95s,(2020– ),-,-,-,Documentary,-,"
Add a Plot
"
Let's Go! MBA,(2009–2010),-,-,11 min,Animation,-,"
4 kids fight with a menacing mega-enterprise to stop them from monopolizing the entire economy."
"Waves, Waves",(2018– ),-,-,-,Drama,-,"
A human family drama depicting the story of a family of five women who lost their property and became separated families after the war."
101st Proposal,(2006),-,-,-,Romance,-,"
Perennial bachelor Park Dal Jae has gone on more marriage blind dates than he can count, but he still can't find a wife. It's a tough market since he's not young, good-looking, or rich, but...                See full summary »
"
LC9's Life of Research,(2013),-,-,20 min,-,-,"
LC9's Life of Research"" is the first reality show for the members of the popular Korean boy band LC9, which debuted in early 2013. The show will follow the members - J-Hyo (Kim Jong Hyo), ...                See full summary »
"
Vitamin,(2003–2017),-,-,65 min,"Comedy, Talk-Show",-,"
A show focused on health and debunking many myths related to nutrition, diet, medicines and treatments."
Tass,(2013– ),-,-,-,Animation,-,"
Add a Plot
"
Noran Sonsugeon,(2003),-,-,45 min,Drama,-,"
Add a Plot
"
That Sun in the Sky,(2016–2017),-,-,-,Drama,-,"
Add a Plot
"
Mobeomsaeng,(2015),-,-,-,Drama,-,"
Add a Plot
"
Star Golden Bell,(2004–2010),-,-,82 min,Game-Show,-,"
Add a Plot
"
Star Academy,(2009– ),-,-,-,Reality-TV,-,"
Add a Plot
"
Sweet the mi,(2016– ),-,-,8 min,-,-,"
Hello, I'm Sweet The MI. Nice to meet you all. I am uploading two kinds of videos: ""FOOD VIDEO"" and ""How to Bake."" Most of my baking features character themes from Korean/ Japanese animations. I hope you to enjoy my videos."
Global Talk Show,(2006–2010),-,-,-,Talk-Show,-,"
Add a Plot
"
