ID,BirthYear,Education,Marital_Status,Income,NKids,EnrollDate,Recency,Complain,AmtFruits,AmtMeats,AmtFish,AmtSweets,AmtGold,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumDiscPurchases,AccCampaign,Response
1878,1959,Graduation,Married,58113,1,25/1/2013,66,1,104,169,102,78,84,9,2,8,3,None,No
1879,1980,Graduation,Single,28071,0,29/8/2012,65,0,33,130,41,26,44,5,1,5,2,None,No
1880,1949,Master,Married,81698,0,6/11/2013,4,0,28,520,111,123,47,3,8,13,1,None,Yes
1881,1975,Graduation,Married,40794,1,7/4/2013,18,1,23,73,4,23,50,6,3,5,2,None,No
1882,1971,2n Cycle,Divorced,49118,0,18/8/2012,90,0,54,239,99,98,119,9,7,10,2,Second,Yes
1883,1982,Graduation,Together,40479,1,17/8/2013,95,0,0,8,2,0,0,0,0,3,1,None,No
1884,1990,Graduation,Married,73687,0,28/11/2013,8,0,153,503,218,13,181,3,9,9,1,First,Yes
1885,1988,Graduation,Married,24645,1,1/11/2012,16,0,3,4,4,1,0,1,0,2,1,None,No
1886,1985,Graduation,Married,19986,1,14/11/2013,74,0,6,5,0,2,6,0,0,3,1,None,No
1887,1987,Graduation,Married,7500,0,9/1/2013,94,0,2,3,4,1,5,0,0,3,1,None,No
1888,1961,PhD,Married,57072,1,24/1/2014,79,0,0,60,0,0,30,7,5,13,2,None,No
1889,1965,Graduation,Together,83003,0,3/3/2013,18,0,61,570,40,25,122,7,6,8,1,None,Yes
1890,1982,PhD,Together,32313,1,11/2/2013,60,0,4,56,2,4,7,4,0,4,3,None,No
1891,1959,PhD,Married,33762,3,7/7/2013,61,0,1,34,2,0,16,2,2,2,3,None,No
1892,1948,PhD,Widow,82032,0,5/4/2014,54,0,194,377,149,125,57,4,6,7,0,None,No
1893,1983,Graduation,Together,22010,1,30/6/2013,51,0,2,9,3,0,8,2,0,3,2,None,No
1894,1961,Graduation,Together,64260,0,11/1/2013,1,0,169,816,20,0,30,4,5,4,1,None,Yes
1895,1980,PhD,Single,65295,0,23/12/2013,19,0,32,117,34,110,6,3,3,13,1,None,No
1896,1969,Graduation,Married,73448,0,10/2/2014,10,0,106,189,23,41,130,7,2,9,1,None,No
1897,1965,PhD,Married,69969,0,27/8/2013,64,0,29,514,38,29,44,4,2,6,1,First,Yes
1898,1987,2n Cycle,Single,23830,0,7/2/2014,3,0,8,6,4,8,16,1,0,3,1,None,No
1899,1951,Graduation,Single,15033,0,16/4/2014,37,0,4,5,6,0,4,1,0,3,1,None,No
1900,1958,PhD,Together,65488,0,13/6/2014,46,0,45,207,36,18,54,3,4,6,1,None,No
1901,1983,Master,Married,35876,0,20/4/2014,13,0,2,40,4,3,14,3,1,3,1,None,No
1902,1968,Graduation,Married,64590,0,14/10/2012,98,0,138,168,36,46,30,9,4,10,1,None,No
1903,1967,Graduation,Single,46904,2,3/11/2012,20,0,4,56,0,9,31,5,1,4,4,None,No
1904,1975,Graduation,Married,35797,1,16/10/2012,16,0,1,14,4,1,21,2,0,3,2,None,No
1905,1957,PhD,Divorced,54237,1,27/4/2013,48,0,3,30,4,0,57,5,2,5,4,None,No
1906,1971,Graduation,Married,18793,1,12/1/2013,14,0,16,20,0,17,20,2,0,4,3,None,No
1907,1968,Graduation,Married,19514,2,26/1/2014,47,0,3,21,2,1,28,3,1,2,4,None,Yes
1908,1970,2n Cycle,Married,23162,2,21/12/2013,82,0,3,9,19,4,22,1,1,3,3,None,No
1909,1975,Graduation,Single,73170,0,31/5/2014,1,0,174,256,50,30,32,5,4,6,1,None,No
1910,1951,Graduation,Married,53790,2,6/3/2014,86,0,42,127,28,5,5,7,2,8,3,None,No
1911,1966,Graduation,Divorced,67272,1,21/12/2013,12,0,35,271,28,28,14,6,2,12,3,None,No
1912,1988,Graduation,Together,41883,1,19/3/2013,13,0,34,41,73,16,116,4,2,3,3,None,No
1913,1970,PhD,Married,38097,2,15/10/2012,70,0,2,35,0,1,69,3,2,2,4,None,Yes
1914,1974,PhD,Single,31560,1,24/6/2013,98,0,1,20,4,0,7,2,1,3,2,None,No
1915,1969,PhD,Married,55212,1,23/11/2012,65,0,0,45,0,0,34,4,2,11,3,Second,No
1916,1969,PhD,Divorced,58086,1,20/1/2013,80,0,7,62,0,0,15,11,3,7,2,None,No
1917,1960,Graduation,Married,67716,1,10/1/2013,8,0,142,217,62,9,56,7,4,13,4,None,No
1918,1966,PhD,Together,28764,2,5/6/2014,16,0,0,3,0,0,1,1,0,2,1,None,No
1919,1957,Graduation,Married,23539,0,28/2/2014,13,0,24,11,16,1,25,2,0,4,1,None,No
1920,1955,Graduation,Widow,58275,2,2/6/2013,48,0,10,253,56,43,64,8,2,7,6,None,No
1921,1978,Basic,Together,24882,1,9/9/2012,52,0,4,10,29,0,36,1,1,2,1,None,No
1922,1980,Graduation,Married,41850,2,24/12/2012,51,0,5,19,2,13,4,3,0,3,3,None,No
1923,1986,Master,Together,42386,1,13/1/2013,43,0,4,16,0,4,11,3,0,3,1,None,No
1924,1963,Graduation,Single,34377,1,19/1/2013,55,0,0,22,3,1,26,2,2,2,2,None,No
1925,1955,Graduation,Married,76998,1,11/1/2013,85,0,89,161,69,35,107,11,8,8,2,None,No
1926,1961,PhD,Divorced,64325,1,7/2/2013,41,0,60,353,78,12,73,10,3,5,5,None,No
1927,1972,Graduation,Together,84906,0,4/10/2013,98,0,15,414,99,30,76,5,6,12,1,Second,No
1928,1963,PhD,Widow,52278,1,25/1/2013,24,0,0,71,0,0,174,10,5,10,6,None,Yes
1929,1988,2n Cycle,Single,23331,1,5/10/2012,97,0,20,101,24,15,5,5,1,5,6,None,No
1930,1971,Master,Together,71499,1,25/6/2013,12,0,25,132,136,0,37,8,3,13,2,None,No
1931,1957,Graduation,Single,78499,0,23/11/2013,12,0,72,170,47,36,97,11,3,4,1,None,Yes
1932,1956,Graduation,Married,58116,1,13/4/2014,38,0,19,130,4,11,51,3,3,8,2,None,No
1933,1968,PhD,Divorced,83664,2,8/5/2013,57,0,21,151,28,21,86,2,2,12,3,None,No
1934,1953,Master,Together,56129,1,20/6/2013,65,0,48,133,39,72,48,6,2,10,4,None,No
1935,1970,Master,Single,44802,0,21/8/2012,71,1,10,143,13,10,20,9,4,12,2,None,No
1936,1972,PhD,Single,86857,0,12/9/2012,96,0,102,838,133,102,40,5,6,10,1,None,Yes
1937,1978,Graduation,Together,28587,1,12/2/2014,42,0,4,17,12,10,13,2,0,4,3,None,No
1938,1955,2n Cycle,Married,62972,1,3/8/2012,39,0,15,47,20,0,192,7,4,3,2,None,No
1939,1972,2n Cycle,Married,24884,1,29/11/2012,32,0,6,7,0,0,3,0,0,3,1,None,No
1940,1952,PhD,Single,62000,1,25/8/2013,25,0,0,101,0,0,20,6,6,13,1,First,No
1941,1959,Graduation,Together,44911,1,15/3/2013,11,0,0,22,2,1,31,4,1,4,3,None,No
1942,1969,Graduation,Together,21918,1,14/11/2013,37,0,6,7,11,5,3,2,0,3,2,None,No
1943,1969,Graduation,Together,68695,0,25/6/2014,3,0,81,356,106,50,40,4,4,7,1,None,No
1944,1956,Graduation,Married,71391,1,29/3/2013,50,1,123,274,46,123,141,6,5,12,5,None,No
1945,1952,Graduation,Together,34074,2,13/7/2013,69,0,1,41,10,1,67,3,3,3,5,None,No
1946,1969,Master,Together,66476,1,4/12/2013,80,0,28,152,25,9,57,6,8,10,2,None,No
1947,1996,2n Cycle,Married,7500,0,9/11/2012,24,0,18,14,15,22,50,3,1,3,3,None,Yes
1948,1954,Graduation,Married,38998,2,3/11/2012,92,1,1,14,0,0,5,2,0,3,3,None,No
1949,1972,Master,Single,46423,2,18/9/2013,6,0,0,16,0,0,8,2,0,4,3,None,No
1950,1981,PhD,Together,39665,1,25/5/2013,97,0,1,56,0,1,31,4,2,3,3,None,No
1951,1944,PhD,Single,82716,0,5/11/2013,8,0,148,228,15,148,22,6,8,13,1,None,No
1952,1963,PhD,Married,4023,2,23/6/2014,29,0,0,1,1,1,1,0,0,0,15,None,No
1953,1979,Graduation,Single,70337,0,2/1/2014,75,0,81,149,25,43,91,2,2,12,1,None,No
1954,1954,Graduation,Married,80067,0,19/9/2013,82,0,17,813,27,173,51,4,6,6,1,None,No
1955,1958,Graduation,Together,64961,1,23/12/2012,97,0,114,276,75,124,38,6,4,4,2,None,No
1956,1976,Graduation,Married,59809,2,18/10/2012,36,0,16,141,32,41,49,3,3,6,3,None,No
1957,1947,Master,Together,78093,0,11/12/2013,53,0,32,639,13,43,10,4,7,5,1,None,No
1958,1954,Graduation,Together,39898,1,12/2/2013,20,0,8,26,12,7,12,3,0,4,2,None,No
1959,1972,Graduation,Married,65685,1,29/3/2014,54,0,14,49,0,7,57,9,2,9,1,None,No
1960,1991,Basic,Single,26868,1,30/4/2014,52,0,0,1,8,3,2,1,0,2,1,None,No
1961,1979,Graduation,Single,61825,1,7/8/2013,56,0,50,100,55,30,27,4,2,8,1,None,No
1962,1974,Graduation,Divorced,53034,2,30/5/2013,30,0,15,196,15,11,50,6,1,7,8,None,No
1963,1977,Graduation,Together,55375,1,17/10/2013,3,0,11,57,10,28,14,1,1,6,1,None,No
1964,1964,PhD,Married,65526,1,11/4/2014,22,0,19,69,12,0,9,4,4,8,1,None,No
1965,1955,PhD,Together,46015,2,13/4/2014,25,0,0,2,0,0,6,1,0,3,1,Second,No
1966,1963,Graduation,Married,50437,2,17/10/2012,28,0,9,92,6,9,4,7,1,8,3,None,No
1967,1974,Graduation,Married,30631,1,12/7/2013,75,0,6,20,4,5,20,3,1,2,1,None,No
1968,1973,Graduation,Divorced,78901,1,17/9/2013,99,0,11,309,33,26,34,9,3,5,3,None,No
1969,1981,2n Cycle,Married,56337,2,27/3/2013,25,0,16,144,28,5,182,8,5,4,5,First,Yes
1970,1982,Graduation,Together,19444,1,22/2/2014,8,0,0,23,3,2,10,4,1,2,3,None,Yes
1971,1976,Master,Single,70379,1,3/3/2013,84,0,25,142,65,67,8,6,3,13,3,None,No
1972,1965,Graduation,Together,75276,0,27/9/2012,2,0,105,125,137,42,21,9,4,9,1,None,No
1973,1985,2n Cycle,Together,7500,1,1/8/2012,98,0,17,17,13,14,34,2,1,3,4,None,No
1974,1953,PhD,Divorced,36957,2,6/9/2012,43,0,2,16,2,1,31,3,2,2,4,None,Yes
1975,1973,PhD,Single,54466,2,9/2/2014,78,0,0,4,0,0,0,1,0,2,1,None,No
1976,1976,PhD,Married,16927,2,10/2/2013,50,0,2,23,3,1,4,3,0,4,5,None,No
1977,1976,Graduation,Divorced,12571,1,18/1/2014,86,0,5,14,2,12,17,3,1,3,4,None,No
1978,1973,2n Cycle,Divorced,31163,1,13/2/2014,54,0,3,10,11,2,10,1,0,3,1,None,No
1979,1993,Graduation,Single,74293,0,4/5/2014,66,0,152,335,93,91,81,5,4,6,1,None,No
1980,1951,Graduation,Single,72282,0,19/7/2013,70,0,27,419,90,139,153,5,7,9,1,None,Yes
1981,1950,Graduation,Married,59462,1,5/1/2013,29,0,17,143,0,8,196,9,2,12,2,None,No
1982,1970,2n Cycle,Married,15315,0,3/8/2013,27,0,4,13,15,8,17,2,0,4,2,None,No
1983,1976,2n Cycle,Together,25176,2,10/8/2013,79,0,0,4,0,0,5,1,0,2,1,None,No
1984,1988,Basic,Together,13724,1,31/8/2012,43,0,7,5,2,15,27,2,0,2,1,None,No
1985,1972,Graduation,Married,24434,2,18/5/2014,9,0,2,8,20,0,17,2,1,2,2,None,No
1986,1974,Graduation,Divorced,102692,0,5/4/2013,5,0,148,444,32,172,148,6,9,13,1,Both,Yes
1987,1956,Graduation,Single,60230,1,20/5/2013,78,0,20,367,39,81,40,6,3,6,2,None,No
1988,1954,Graduation,Divorced,70044,1,18/2/2013,46,0,0,250,153,14,14,7,10,5,4,None,No
1989,1975,PhD,Divorced,74165,0,1/5/2013,9,0,12,240,16,12,12,5,4,10,1,None,No
1990,1984,Graduation,Married,55434,1,5/10/2013,21,0,115,215,169,69,76,5,3,13,3,None,No
1991,1966,Graduation,Widow,79946,0,12/5/2014,19,0,183,565,166,141,28,5,11,5,1,None,No
1992,1974,Graduation,Together,33590,3,3/11/2013,65,0,0,2,0,0,2,1,0,2,1,None,No
1993,1955,Graduation,Together,38946,1,24/10/2013,84,0,6,82,6,6,41,3,1,6,2,None,No
1994,1965,Graduation,Married,58692,1,6/4/2014,21,0,11,61,4,7,11,8,2,4,1,None,No
1995,1958,Graduation,Together,53977,1,8/6/2013,21,0,16,165,0,24,82,5,5,12,5,None,No
1996,1966,Graduation,Together,82427,0,12/3/2014,35,0,147,509,104,107,107,3,5,12,1,None,No
1997,1970,Graduation,Single,93790,0,12/2/2014,16,0,68,731,89,114,45,6,7,12,0,First,Yes
1998,1983,PhD,Together,70123,0,28/9/2013,27,0,0,396,23,0,0,5,7,4,1,Second,No
1999,1960,Master,Divorced,39228,0,10/5/2013,1,0,1,6,0,3,3,0,0,3,1,None,No
2000,1976,PhD,Divorced,66476,1,7/3/2013,99,0,18,126,47,48,78,5,2,11,2,None,No
2001,1976,Graduation,Together,51369,1,25/10/2012,84,0,7,79,0,11,182,8,2,4,2,None,No
2002,1972,PhD,Together,38887,1,2/3/2014,17,0,1,13,0,0,3,1,0,3,1,None,No
2003,1961,Graduation,Single,86429,0,21/11/2013,10,0,28,873,29,18,37,7,4,7,0,First,Yes
2004,1960,Graduation,Divorced,62204,2,12/9/2012,38,0,46,247,151,46,139,4,5,12,1,None,No
2005,1975,Graduation,Single,84196,1,3/6/2013,56,0,63,507,231,31,190,8,4,7,1,None,No
2006,1965,Graduation,Single,59686,1,25/1/2014,78,0,15,89,34,42,5,4,1,6,1,None,No
2007,1970,Graduation,Divorced,58710,1,31/3/2013,77,0,81,368,0,122,174,11,5,9,6,None,No
2008,1956,Master,Together,50943,1,21/6/2013,49,0,0,7,2,0,6,1,0,3,1,None,No
2009,1984,PhD,Single,82733,0,10/9/2013,28,1,50,420,65,38,38,8,4,7,1,None,Yes
2010,1958,Graduation,Single,94472,1,3/4/2014,75,0,33,417,108,100,16,5,5,5,1,None,No
2011,1988,Graduation,Single,68655,0,10/8/2012,95,0,19,832,75,118,38,4,5,11,1,None,No
2012,1958,PhD,Divorced,32173,1,1/8/2013,0,0,0,2,0,0,2,1,0,3,1,None,No
2013,1968,Graduation,Single,57107,1,24/8/2012,44,0,0,120,0,0,137,4,4,8,7,Second,Yes
2014,1954,Graduation,Divorced,72071,1,14/2/2013,4,0,69,300,150,138,150,5,4,8,3,None,No
2015,1978,Graduation,Married,71427,2,12/3/2014,26,0,123,177,15,64,23,8,2,8,2,None,No
2016,1990,Graduation,Single,26095,1,30/6/2013,77,0,7,9,3,1,11,1,0,3,1,None,No
2017,1978,Graduation,Together,22775,1,19/6/2013,40,0,1,8,0,0,1,1,0,2,1,None,No
2018,1986,Master,Together,42386,1,13/1/2013,43,0,4,16,0,4,11,3,0,3,1,None,No
2019,1972,Graduation,Together,31590,1,18/6/2013,40,0,2,15,6,6,3,1,0,3,1,None,No
2020,1963,PhD,Divorced,48799,1,5/11/2013,9,0,18,81,28,6,24,3,2,7,3,None,No
2021,1975,Master,Single,31160,1,16/9/2013,59,0,3,25,6,1,13,2,0,3,2,None,No
2022,1949,Graduation,Together,69372,0,19/2/2013,10,0,26,269,34,13,42,10,4,6,1,None,Yes
2023,1975,2n Cycle,Divorced,11448,0,15/12/2013,16,0,0,0,6,2,6,1,0,2,1,None,No
2024,1966,PhD,Together,47472,2,16/9/2013,39,0,0,11,0,0,8,2,0,4,2,None,No
2025,1986,2n Cycle,Single,80910,0,31/10/2012,71,0,80,369,67,39,41,3,3,8,1,None,No
2026,1947,Basic,Together,28389,0,20/11/2012,49,0,5,3,7,4,8,1,0,2,1,None,No
2027,1965,Master,Single,35791,3,6/5/2013,94,0,0,5,0,0,3,1,0,3,2,None,No
2028,1965,Master,Together,45143,1,26/8/2013,74,0,5,74,11,5,14,6,1,5,3,None,No
2029,1980,Graduation,Married,15072,2,10/5/2013,96,0,2,15,0,10,18,3,1,3,4,None,No
2030,1979,Graduation,Divorced,15287,1,10/10/2012,60,0,2,8,4,3,13,1,1,2,2,None,Yes
2031,1981,2n Cycle,Married,35523,1,3/10/2013,8,0,5,22,12,5,11,3,0,3,2,None,No
2032,1961,Graduation,Single,30081,1,21/2/2013,27,0,0,2,0,0,4,1,0,3,1,None,No
2033,1970,Graduation,Divorced,64713,1,7/2/2014,11,0,60,241,13,54,54,5,5,7,2,None,Yes
2034,1962,Graduation,Married,83715,0,3/2/2014,2,0,8,407,150,35,8,2,8,13,1,None,No
2035,1969,PhD,Single,48240,0,9/11/2012,73,0,91,248,64,49,41,6,3,13,3,None,Yes
2036,1959,Graduation,Married,18690,0,28/12/2012,77,0,1,7,23,4,19,1,1,2,1,None,No
2037,1956,Graduation,Married,50387,2,31/8/2013,91,0,9,87,12,14,34,6,2,8,3,None,No
2038,1969,Graduation,Married,4428,1,5/10/2013,0,0,4,12,2,4,321,25,0,0,0,None,No
2039,1975,Graduation,Married,48178,2,28/10/2012,69,0,4,45,6,2,38,5,1,4,6,None,No
2040,1948,PhD,Married,83837,0,16/12/2012,79,0,66,119,86,89,111,9,10,5,1,First,Yes
2041,1971,Graduation,Married,66303,1,26/2/2013,56,0,12,96,16,12,60,3,4,11,4,None,No
2042,1952,Graduation,Married,49413,1,25/10/2013,88,0,7,41,3,2,46,4,2,5,2,None,No
2043,1954,Master,Together,,1,23/6/2013,83,0,0,22,0,0,24,4,1,4,2,None,No
2044,1984,Graduation,Together,35196,1,13/11/2012,68,0,12,141,43,39,187,6,1,5,6,None,No
2045,1948,Graduation,Together,51315,0,23/2/2014,45,0,28,39,16,30,41,2,2,5,1,None,No
2046,1991,2n Cycle,Single,61618,0,29/9/2012,27,0,91,399,0,45,205,3,6,8,2,None,No
2047,1950,PhD,Married,54432,3,9/5/2013,37,0,0,5,0,0,0,1,0,3,1,None,No
2048,1963,Graduation,Widow,34213,2,7/9/2012,2,0,4,28,6,3,26,3,1,2,3,None,Yes
2049,1957,PhD,Divorced,41437,2,22/9/2012,5,0,0,2,0,0,1,1,0,3,1,None,No
2050,1959,Graduation,Divorced,23295,0,13/7/2013,72,0,0,1,2,12,5,1,0,2,1,None,No
2051,1958,Master,Together,46692,1,6/6/2013,37,0,6,97,24,12,88,6,1,5,3,None,Yes
2052,1962,Master,Single,59247,2,8/11/2013,87,1,9,122,19,14,83,5,2,9,5,None,No
2053,1972,Master,Married,37787,1,20/9/2013,50,0,1,40,4,3,18,3,0,3,1,None,No
2054,1979,Graduation,Single,47691,1,5/7/2013,43,0,0,3,0,0,4,1,0,2,1,None,No
2055,1966,Graduation,Divorced,70287,0,2/4/2013,30,0,35,482,121,120,40,5,5,10,1,None,Yes
2056,1959,2n Cycle,Married,26887,1,10/2/2013,27,0,7,4,3,4,6,1,0,3,1,None,No
2057,1984,Graduation,Married,90000,0,23/12/2013,91,0,144,133,94,192,241,4,8,5,1,First,No
2058,1986,Basic,Single,8940,1,22/8/2012,25,0,45,3,4,6,42,3,1,3,3,None,No
2059,1981,2n Cycle,Single,24336,1,27/8/2012,82,0,6,2,8,2,12,1,0,2,1,None,No
2060,1976,2n Cycle,Together,26326,0,4/9/2013,12,1,0,5,0,3,9,0,0,3,1,None,No
2061,1967,Graduation,Married,35441,2,14/2/2013,94,0,1,9,2,1,1,1,0,3,2,None,No
2062,1978,Graduation,Together,16531,1,18/6/2014,43,0,13,6,7,5,11,3,0,3,3,None,No
2063,1984,Graduation,Married,72570,0,25/4/2014,67,0,83,216,151,141,224,4,6,12,1,None,No
2064,1955,Master,Divorced,46390,1,5/5/2014,56,0,14,64,2,9,38,4,2,3,1,None,No
2065,1968,Graduation,Single,75922,0,9/12/2013,60,0,138,553,224,23,92,4,4,9,1,None,No
2066,1973,Graduation,Divorced,89694,2,9/10/2013,22,0,28,211,37,28,42,4,3,4,3,First,No
2067,1974,Graduation,Divorced,19346,1,30/1/2014,26,0,0,9,3,6,2,1,0,3,1,None,No
2068,1957,PhD,Married,82017,0,7/11/2012,58,0,23,446,30,23,23,5,4,7,1,First,Yes
2069,1956,Graduation,Single,46998,1,22/10/2012,55,0,41,86,45,6,27,5,3,5,5,None,No
2070,1965,Graduation,Together,29672,2,12/3/2013,6,0,1,3,0,4,8,0,0,3,1,None,No
2071,1965,Graduation,Married,44393,2,22/8/2013,86,0,2,20,2,2,10,1,0,4,2,None,No
2072,1981,Graduation,Together,88325,0,5/2/2014,42,0,71,860,93,27,53,6,2,9,1,None,No
2073,1979,Master,Married,40662,1,15/3/2013,0,0,2,23,0,4,23,2,1,3,2,None,No
2074,1956,PhD,Widow,78028,1,10/9/2012,38,0,19,288,25,0,38,6,4,9,1,None,Yes
2075,1970,Master,Together,,1,1/4/2013,39,0,5,65,26,20,14,4,2,6,2,None,No
2076,1958,Graduation,Married,67267,1,13/5/2014,0,0,11,59,15,2,30,3,2,5,1,None,No
2077,1973,PhD,Together,39435,1,6/8/2013,16,0,0,18,0,0,13,3,1,2,1,None,No
2078,1950,PhD,Married,55517,2,27/9/2012,53,0,0,108,0,6,36,11,1,6,5,None,Yes
2079,1975,PhD,Married,76618,0,7/12/2012,64,0,40,294,121,160,147,3,2,5,1,None,No
2080,1948,Graduation,Married,77142,0,29/5/2013,54,0,75,162,29,151,97,4,4,8,1,None,No
2081,1973,Graduation,Married,92955,0,19/8/2013,35,0,21,925,31,24,84,6,7,9,1,First,Yes
2082,1969,PhD,Married,51039,2,10/12/2012,11,0,64,79,65,0,109,6,2,4,2,None,No
2083,1959,Graduation,Together,38285,3,24/6/2014,96,0,0,5,2,0,1,0,0,3,1,None,No
2084,1984,Graduation,Married,31761,1,5/4/2014,96,0,1,20,16,14,28,3,0,4,2,None,No
2085,1960,Master,Together,73113,0,26/12/2013,86,0,19,154,50,9,28,3,4,7,1,None,No
2086,1977,2n Cycle,Divorced,59601,1,25/7/2013,14,0,7,69,0,7,23,2,2,7,4,None,No
2087,1955,Master,Single,36927,2,2/6/2014,46,0,0,16,0,0,4,3,0,3,2,None,No
2088,1992,Graduation,Together,63207,0,20/1/2013,68,0,169,565,91,169,70,2,3,6,1,First,No
2089,1977,Graduation,Married,54809,2,11/9/2013,0,0,6,57,13,13,22,2,1,5,4,None,Yes
2090,1963,Master,Divorced,49476,1,20/6/2013,29,0,23,95,54,41,196,2,11,5,4,None,No
2091,1986,Graduation,Single,26576,1,13/10/2012,40,0,0,8,0,0,9,1,0,2,1,None,Yes
2092,1959,PhD,Widow,67786,0,7/12/2013,0,0,82,441,80,20,102,3,6,6,1,None,Yes
2093,1971,PhD,Together,32892,1,25/5/2014,78,0,0,15,2,1,2,3,0,3,2,None,No
2094,1968,PhD,Married,36778,2,5/8/2012,63,0,4,34,2,4,4,3,0,3,3,None,No
2095,1995,Graduation,Single,71163,0,9/3/2014,30,0,17,372,138,106,44,3,8,12,1,None,No
2096,1979,2n Cycle,Married,54210,1,20/5/2013,18,0,54,109,80,9,45,4,1,7,2,None,No
2097,1959,Graduation,Married,54984,1,24/5/2014,51,0,13,131,32,3,6,6,1,6,4,First,No
2098,1980,PhD,Single,36802,1,16/6/2014,23,0,1,2,0,0,1,1,0,3,1,None,No
2099,1946,Master,Married,66835,0,28/9/2013,21,0,26,195,34,17,141,6,4,13,1,None,No
2100,1953,Graduation,Divorced,62551,0,18/11/2013,27,0,16,98,134,21,27,6,7,4,1,None,No
2101,1977,Graduation,Married,41124,1,31/10/2012,41,0,7,84,15,0,119,7,3,4,7,None,No
2102,1979,Graduation,Married,72063,1,3/7/2013,3,0,32,348,76,32,90,5,2,12,2,None,No
2103,1976,Graduation,Married,65665,1,2/12/2013,77,0,162,387,106,36,29,5,10,8,1,None,No
2104,1956,PhD,Together,76542,0,30/3/2013,91,0,73,573,0,29,14,4,8,10,1,None,No
2105,1969,Graduation,Widow,43638,1,6/8/2012,37,0,10,83,7,19,19,4,1,4,2,None,No
2106,1990,Graduation,Married,30093,0,8/7/2013,19,0,6,28,13,4,16,2,0,3,1,None,No
2107,1967,Graduation,Together,27943,2,15/4/2013,89,0,1,16,4,1,3,2,0,3,3,None,No
2108,1983,Graduation,Married,39922,1,14/2/2013,30,0,12,59,19,1,36,3,0,4,2,None,No
2109,1962,PhD,Married,42769,1,12/10/2013,15,0,0,13,3,1,0,1,1,4,2,None,No
2110,1958,PhD,Together,37334,2,26/2/2014,44,0,1,16,2,2,15,3,0,4,4,None,No
2111,1989,Master,Divorced,10979,0,22/5/2014,34,0,4,10,2,2,4,3,0,3,2,None,No
2112,1994,Graduation,Single,95529,0,3/12/2012,29,0,29,890,250,27,24,7,3,7,1,None,Yes
2113,1961,Master,Together,48330,1,15/11/2013,2,0,0,4,0,0,0,1,0,3,1,None,No
2114,1973,2n Cycle,Married,,1,14/9/2012,25,0,3,43,17,4,17,3,0,3,3,None,No
2115,1951,Master,Married,59412,0,19/4/2014,56,0,67,165,30,43,11,4,2,8,1,None,No
2116,1964,Graduation,Married,40800,3,1/1/2013,77,1,0,27,8,30,10,3,0,3,2,None,No
2117,1974,Graduation,Together,44392,2,5/9/2013,71,0,5,71,7,12,29,4,1,4,5,None,No
2118,1978,Graduation,Single,7500,2,27/12/2012,5,0,5,4,13,4,25,2,1,3,4,None,No
2119,1989,Graduation,Single,30279,1,30/12/2012,13,0,4,14,4,4,1,1,0,3,1,None,No
2120,1987,PhD,Single,42000,0,10/1/2013,23,0,83,267,85,59,35,5,2,11,2,None,Yes
2121,1982,2n Cycle,Together,66664,0,25/9/2012,78,0,96,447,220,96,32,5,7,6,1,None,No
2122,1957,Master,Together,65487,0,10/1/2014,48,0,67,500,199,0,163,3,5,6,3,None,No
2123,1979,2n Cycle,Together,7500,1,7/5/2013,7,0,8,11,3,8,21,3,2,2,4,None,No
2124,1957,Master,Married,66726,2,12/1/2014,61,0,7,35,0,0,47,8,2,4,3,None,No
2125,1949,Master,Widow,51529,1,7/9/2013,14,0,4,35,6,0,22,9,1,5,2,None,No
2126,1981,Graduation,Married,54386,1,17/5/2013,8,0,21,64,62,21,25,3,2,10,2,None,No
2127,1976,PhD,Married,68397,1,17/11/2013,6,0,80,466,17,13,80,6,9,5,1,None,No
2128,1956,PhD,Married,66334,1,3/4/2013,82,0,11,218,0,0,23,9,3,5,2,None,Yes
2129,1982,Graduation,Married,63211,0,2/11/2012,3,0,193,459,205,26,145,3,8,7,2,None,Yes
2130,1959,Graduation,Together,71232,1,28/11/2013,91,0,17,170,34,26,17,11,2,10,2,None,No
2131,1986,Graduation,Together,33235,1,5/2/2014,71,0,0,16,2,1,6,3,0,3,1,None,No
2132,1970,2n Cycle,Married,62466,1,15/1/2014,13,0,129,259,168,121,83,6,3,12,5,None,No
2133,1965,PhD,Together,34230,2,26/12/2012,72,0,0,4,0,0,2,1,0,2,1,None,No
2134,1960,Master,Married,28520,2,14/6/2013,55,0,0,10,0,2,20,1,1,2,1,None,No
2135,1985,Graduation,Married,44322,1,16/6/2014,30,0,0,40,3,0,3,3,0,3,2,None,No
2136,1973,Graduation,Married,65308,0,11/9/2013,60,0,0,264,120,80,34,7,8,12,1,First,No
2137,1984,Graduation,Single,52413,1,3/11/2012,67,0,8,133,56,56,12,7,1,7,2,None,No
2138,1975,Master,Single,46098,2,18/8/2012,86,0,0,27,0,0,36,3,2,2,4,None,No
2139,1969,Graduation,Single,54803,1,21/8/2012,65,0,0,92,28,27,142,6,2,9,2,None,No
2140,1978,2n Cycle,Single,36975,1,28/12/2013,50,0,6,11,0,4,2,1,0,3,1,None,No
2141,1979,Graduation,Married,7500,1,29/8/2012,61,0,2,3,3,0,5,1,0,2,1,None,No
2142,1945,Graduation,Married,69755,0,2/10/2013,23,0,77,373,111,23,93,3,6,12,1,None,No
